niche,channel_id,title,subs,total_views,video_count,age_days,passed_gates
space,UCxw1XtgyS6kw2JWSbrDS6xA,GALAXIES EXPLAINED,60,17545,25,2337,0
space,UClxmSbBQNju_sNXsZeEua5Q,Space Explained,1,46,4,1838,0
space,UCWZJoPUZqJP1ExJA42E5Naw,Space Explained,24,26299,17,3185,0
space,UCp-Q2oPC_KL75_x59D07TFg,Cosmos Explained,6,357,1,28,0
space,UCpmiNCyI5taPiKlQc792RMQ,Deep Space Explained,7,44,3,554,0
space,UCWDQG2gfbJoJtZB5uQRdGpw,Space Explained,368,24337,36,301,0
space,UCvUPtqDz-iT_8i7U3R4gNgg,Deep Space Explained,437,109443,162,3095,0
space,UCT4xX3jiHXK_XdaHfyzvLyA,Space Explained,369,356367,138,348,0
space,UCVHUZD2xR7bvrcqGTTLCZFA,Dark Space Explained,35,5038,6,108,0
space,UCIGQpNLFA5QPIWMpDwrsLlw,Space in Minutes | Explained,232,74973,43,198,0
space,UCm379MXfvvcHSvX5S5EIOiQ,Space Explained,31,39272,37,179,0
space,UCG9ShGbASoiwHwFcLcAh9EA,SEA,773000,109508186,137,3988,0
space,UC1M3idms2Gd4wSRHD4LWpFA,Space Explained,117,120565,229,509,0
space,UC7_gcs09iThXybpVgjHZ_7g,PBS Space Time,3510000,545476375,445,4187,0
space,UCb8OWwQUz7FfxNGiaE7YPgQ,Space Explained,20600,46773,14,1430,1
space,UC2taj8m6AKja_4BEM_Ald9g,Cosmic - Space Documentaries,75300,17953013,177,1601,0
space,UCddA-gXXDvO6oT0PESd2Pqw,Space Simply Explained,2,139,3,23,0
space,UCA0vmaTK1TDyL6CwJWxP0-Q,Space explained ,3,40,7,959,0
space,UCr7VGzU1kODYicEWeth7h6Q,Space Explained Fast,0,559,53,138,0
space,UCRbJHuRyL0CAalWjW3Pq-OA,Space Explained,10,211,3,21,0
space,UCi15SxQCBluws1jJhGwKgIQ,Space Explained Slowly,29,2232,16,59,0
space,UCEjtrxTA6Q4adJsCwndbnHw,Infocat: Space Explained,13,942,24,182,0
space,UClWw4e-5aGZvCwZcuiPz9rA,Space Pedagogy: Universe Explained,7430,479623,412,5351,0
space,UCQuaVbvDTPB0US4oFx5mRLQ,Space Explained,9910,7461306,7,252,1
space,UC59YFNxgvfReLItuA59o_OQ,Space Explained,23,163,4,2749,0
space,UC29GIjZ5Qyr8jOAv5ollBBg,Space Explained,13,135,2,2078,0
space,UCzDx99m72LTKmXi8DW8Shlg,SB Space Explained,14,2955,6,163,0
space,UCnWvxZUeoUEC1DZ2aNH-aYw,Deep Space Explained,40,11263,27,137,0
space,UCyKi4ubJIA6mmeCZUeUcb8A,Space Explained Daily,9,2422,26,17,0
space,UCO-v1yTBFZxelhxSxcvCWcg,Space Explained,197,36541,4,4224,0
space,UCqySL8y1tfMP0dw4SMt_y2Q,Universe Explained ,28900,947801,130,410,1
space,UCDXpOdyrAuuJx1GbDgho0dw,Space Explained,4,102,3,266,0
space,UCZafACCwrNWI1r4yDjIlnow,The Space Explained,775,96802,15,157,1
space,UCq7hwLOc6lhNoyXkGkXKSNQ,Relativity Space,55100,3177948,112,2387,0
space,UCjc8H0qveXVjLSV3hJRSR1g,The Universe Explained Today,1590,189554,117,58,1
space,UCzDoyNU4GzOHEZNtfhvRyxQ,Explained Space,2,1568,25,154,0
space,UCyeGnfcCjBIK7OnGAHcI-Bg,Space Lore Explained,11,1485,2,15,0
space,UC-k2F2ltOC_3Plc_64IoGPQ,Deep Space Explained,69,33797,28,2232,0
space,UCNZegH5HQPx_chNsPqJw1Rw,Sleepy Science Channel,319000,34501066,287,384,1
space,UCucqcd3JGlRBIs1605_pycw,Space Explained TV,16,3158,20,109,0
space,UCuNSUhPKFAzxQmb5sJbWksg,Space Uncovered,571,123581,650,111,0
space,UCr7T8GL2GuVR3xZT0sXmTuQ,Space Explained,0,8,1,251,0
space,UCB-rRO20UYq-4gLcWGHwFfg,Space Explained,63,43530,20,750,0
space,UCfaAecIvENW2CN50-HVxzdg,Void Explained,302,519007,45,102,0
space,UCNPlCtFL04_dX14cnLVVF_g,Space Explained,50,12706,13,170,0
space,UCM1FTOrcNeroqccveNmiKkg,Deep Space Explained,641,141022,193,334,1
space,UCFRhCYkdo3ue8YmWdS5nTbg,Space Explained,0,0,2,1,0
space,UCmLQqA5g62GIfQa9oME05wQ,Origins Explained,3890000,1036597336,4445,3845,0
space,UCSLH0Nw0AS__iEWteqWV5vw,Space Science Explained,11,0,0,176,0
space,UCjMgYifqQX_LeI8wGD8v80Q,Space Bytes,507,80012,155,218,1
psychology,UCQfYuOrl6ETzCr9QJTBqxfw,Psychology Studio,5070,923864,293,484,1
psychology,UCS37_tICBoVHSFNvspzDlkw,Psychology Explained,112,8881,42,187,0
psychology,UCL6ipVBa8mVsKHBYXbyn0HQ,Psychology Explained ,13000,777637,30,154,1
psychology,UCpQHvFDIBFzhG9u0hPJddHg,Psychology Explained,3,126,5,180,0
psychology,UC2wJtOwWt-4oDCMRL-DHelA,psychology explained ,28,1262,12,108,0
psychology,UCK_64kVYXF4_V0MKGLMdOfA,Psychology Explained,25,2911,25,395,0
psychology,UCssYYCqVUlfv3opDOMfsF1A,Psychology Explained,26,865,8,201,0
psychology,UCQe-gBDtlBr0aSFWgPmLBfA,Psychology Explained,10,126,3,95,0
psychology,UCWZzlOb5XtVxYumdhRJnXYg,Psychology Explained,0,1,1,175,0
psychology,UCXgzyQrbM5w19DPazwFyovw,Psychology Explained,27,2582,19,1436,0
psychology,UCf-4TQHY99GY6iH00neNRpg,Psychology Explained,0,2,1,36,0
psychology,UCxCMEBH-rxKsFRmC_rQw8mQ,Psychology Explained,3,103,8,152,0
psychology,UCNJbEMAcPPizYyrfnVYA9MQ,Psychology Decoded,5570,353079,60,1083,1
psychology,UCE7EW5xF3Za6tMj_t-6ag-Q,Psychology Explained by Ryan,28,4773,9,573,0
psychology,UC8Bi96b9Dr1L7-ZdNNAobPQ,Psychology of Crime: Explained,5,73,4,190,0
psychology,UC2pAFcVJ3uMvt6cZIOCojoA,Psychology of Love Explained,93,5257,21,147,0
psychology,UCVN6Ssi9GE8NeTCbjeky01g,Psych Explained,1250,67420,46,2668,0
psychology,UCswD7YCdupdwNxGvAQwQI1w,Psychology Explained ,211,20447,47,185,0
psychology,UChLo1u_EQKQDUKxkW2G3UOg,Psychology Wellness,5730,496378,70,181,1
psychology,UC6Unpcb3T4QijIBs8hPfeyA,Psych Explained,130000,7241427,160,3643,0
psychology,UCX1CEiUmwtGyp9jb1kJ2bKA,Psychology with Ben,13300,1325539,23,299,1
psychology,UC8wJ24Xu0HbKMKuFSqGoYqw,Psychology Explained,10,822,15,121,0
psychology,UCbjwpBm7Se-vsxu2cByYC4w,Psychology Explained Simply,25,1483,45,147,0
psychology,UCM1gEmQyz2RaQ4BvYg-gZWg,the Psychology Guy,11900,932628,137,433,1
psychology,UC21ugzHY9_V5Bqs8B03fdEw,Psychology Explained,0,1,1,39,0
psychology,UCcPetSFSh6Oasx0h4nvpmoA,The Psychology Debrief,1910,129593,86,1850,0
psychology,UCn_lhbD_zUDXz0Y_reNRaZw,Unsaid Psychology,340,88198,94,192,0
psychology,UC-4LzDBR0Vj9pQqpi_2SbRg,Psychology Explained,2,237,6,119,0
psychology,UCjNRA0pTqzoOw4uFYg8DQ3Q,Dog Psychology Explained,76,6916,10,141,0
psychology,UC98Gox-mwVfgeFBPUaPQp7w,"Psychology Explained""",7,82,3,6,0
psychology,UCTMJQHW5TKZp8HIV-IzwfEA,Psychology Simply Decoded,15200,871403,60,978,1
psychology,UCAupfwD1A8jq7egFXeGoOGw,Simple Psychology Explained,37500,2362921,37,175,1
psychology,UCrmeDYb6uTzch6BM6oHvg3w,Psychology Patterns,8,1042,18,183,0
psychology,UCsCF4d4JqlIPsXCg2kaBauA,Psychology Explained,6,459,2,174,0
psychology,UCLyl8KfrCmtOkGeM2TDtYqQ,Psychology Explained,126,9250,43,203,0
psychology,UCj1C2IZVeMsPSwRdnXhk7cw,Psychology Explained,0,16,7,105,0
psychology,UCHhagE49oRfB7aDje1wnx7g,Human Hesitation | Psychology explained,157,49474,43,843,0
psychology,UCd9zfgdluCwchRGhNPfqtXA,Psychology Explained,1,83,13,922,0
psychology,UCHUsr-38lxKtvgQZn2NGoOw,Psychology explain mode,6590,679244,62,482,1
psychology,UChbCVRtiMDCayfifVLrHBPA,Psychology Explained,0,16,13,189,0
psychology,UC2IQtlBk6ONy6g3f9m_yvgg,Edexcel Psychology Explained (A level),10,54,2,104,0
psychology,UCA-gTJIJZLCG9ZPdBFSvHoQ,Psychology Explained,72,6238,9,367,0
psychology,UCls4PTsDlc-5gYMYWtBm1_g,Psychology Explained,0,18,3,140,0
psychology,UCy7NJBPAEslhIkyo1a7e-fQ,Psychology Delhi | OCD TREATMENT,35400,6939757,1889,2736,0
psychology,UC6rtWAGcGrFsPerClgnrrrA,Psychology Explained,2,1585,19,181,0
psychology,UCHacVMLp7bHDC7e4eoPi9Dw,Psychology Simplified,274000,21962082,102,254,1
psychology,UCnePg7njTiObq8B8lbOiqTQ,PSYCHOLOGY EXPLAINED ,21,5726,63,250,0
psychology,UCc94aTvKbakQ5nuSu5VElbA,Psychology Explained,3,129,11,752,0
psychology,UCzbd9-29U95gx_Iy9Pze-0A,Psychology Explained,6,387,8,142,0
psychology,UCiDgVPIhWe-e1YBQe6NPO-A,Psychology Explained,26,1383,12,96,0
history,UCSJuOk5rXEBKe72UPymhQXg,Financial History Explained,210,13561,11,180,0
history,UCVh7MQWDTU54CVdv3EKS3og,History Simply Explained,595,86255,124,1695,0
history,UCLLY_8MzA9-8NGG7EcTAD9w,History explained in sixth grade terms,74,517,6,681,0
history,UCNIuvl7V8zACPpTmmNIqP2A,OverSimplified,9580000,1405929704,33,7214,0
history,UC1rlP2lXvygmmL1WHwUSorg,Cats Explain History,636,28713,40,119,1
history,UCvTMhxvINRGer7ZcUmR7vSg,History Explained,63600,568270308,917,6835,0
history,UCh4cfiCV0TfWYlShhOkxHBA,History Explained,42,35,3,275,0
history,UCMDvaAdI3limzN4v2mqO28g,Strange History Explained,411,9508,70,143,0
history,UCidVjv597Z1_D-9TJnBFibA,History Explained,27400,15282,3,1385,0
history,UC_bOoi0e3L3SJ1xx5TZWHPw,Heimler's History,1280000,229455078,773,3431,0
history,UCwtKBkNuGanw_waGcVhBXoA,History explained by shivam,5,200,3,114,0
history,UCvZIZzbmhr847dpPNNePrkg,History Explained,13,4787,8,6479,0
history,UCxXBoxqiS8n7_08TcNscjEA,Echoes of History - Explained,205,4370,34,5291,0
history,UCg5z-wvcIaB9A9yfktqB26A,AICE International History Explained,133,3036,16,458,0
history,UCUYK0BJZF3yNb2fw1EdAXUQ,The Rest Is History,539000,100118474,1044,1558,0
history,UCp6_7oKB3EUF8asODaWtFcg,History Explained,293,119134,107,644,0
history,UC_74p5pPZUFmA_SQMSDK0-w,Dark History Explained,304,81637,85,151,0
history,UCqOCeFiWn9eB_V8WLxxm8hg,World History Explained,785,205815,213,845,1
history,UCs3LdsjlnqemgarWoFZ799g,Dark History Explained,57,17985,34,184,0
history,UC-T1C4QT0TpH6fUZ3O04PKA,History Explained - Revision Resources,308,31075,59,163,0
history,UCePDFpCr78_qmVtpoB1Axaw,Great Art Explained,1870000,61140428,88,2300,0
history,UC9fpH5VplAjr4wRYqSLgpLA,“Hidden History Explained”,58,24566,37,150,0
history,UCdNrVWdi0ByXHWs-n0647Mw,History Explained Hindi,10,172,8,61,0
history,UCF2u7PsGNOMf8YFLXEkiy-g,The History Explained,55,25083,27,590,0
history,UCdsNdRqJYgnwrJ_X9xPayFQ,143 Explained,76600,12635063,65,427,1
history,UCIe5Yz8YKRQUDxNBrPmg69g,Explained by Rehman ,19000,2114500,660,2490,0
history,UCxQPOhB4HiJqwolrEaxR9gA,Divya Charithram History Explained ,35,2914,2,156,0
history,UC916TKvV31L4eSJgZHOu-0w,History Explained,38,3758,32,356,0
history,UCPNhKLgxiTxBZmu2WZZKmkQ,Simple History Explained,5,369,2,451,0
history,UCmpCIAdUE2ONZR1ivktmx6g,Real History Explained,59,20867,32,374,0
history,UCNbBTFiK4xDuP2p2Gn3rPYw,History Explained,148000,11309571,20,2632,0
history,UC1LM8mY81bQlvAK8XsSxLAA,Indian History Explained,30,11606,18,185,0
history,UCwOkZmZFeiAiaxBPrpqpIpA,Explain History,2740,741903,83,153,1
history,UC0o3pn0rX29cJViMcd-d5kQ,"History, Explained",105,1500,46,533,0
history,UCxaIIG4oLfXjGRYyv-ZYFBg,History Explained,1460,265218,63,1199,1
history,UCwERgK4pAZyc09YL80-r3KQ,Queer History Explained,2190,163260,25,181,1
history,UCaF-Ab7b8gt_lNUEj7au1iw,History Explained Simply,18,8563,42,205,0
history,UCIoI0yQXAqlgtRI-xDKR-uw,History Explained AI,6,203,7,13,0
history,UCHdnvehNi0m6botXZlVuF2A,History Explained - TV,7,3802,9,23,0
history,UChFyRx-9xV-24ZMG9oDNeJQ,History Explained,26,33186,42,167,0
history,UC77VmMDPloF0FGN4RIqfsVA,Countryballs Explained,226000,48416110,149,5812,0
history,UC1FrYcdofVWmIc5uj7Q9Zwg,History Explained,36,4558,43,164,0
history,UClrcrOh8mo9ZigNW_EiEjqQ,History Explained Better,1690,222054,238,266,1
history,UCkZgj7VRPzl0Z6txMmXdI0g,History.Explained,94,35455,38,2756,0
history,UCicVSNyM7PMXEzdoAsTB02w,Chat History,1080000,117324905,97,1478,0
history,UC1I3jchpTW8mvQkzV-fmFoQ,Art History Explained,16700,876441,8,313,1
history,UCSl58G5qxGSJXNNn1Vw6O-w,Civilizations Explained,4810,844544,42,162,1
history,UC3GYBOSRp2OXBdWksRw52cQ,History Explained | हिंदी,2,140,1,4,0
history,UCH4Bz5Swatl5iHSuCT_Hlxg,Mythology & Fiction Explained,1550000,155301311,295,3234,0
biology,UCBlHYBCoCmfqHnZNk5NyVvQ,Biofairy Ritu Rattewal ,771000,150578712,538,5459,0
biology,UCkcgKyyaJ5vk8YZEJ4v8aeQ,Nucleotides Biology Discuss ,5890,461008,587,3206,0
biology,UC8VhAX-voAUegprM4SpHQJQ,Wacky Science,796000,23964626,6,1745,0
biology,UCFlZfYG73CSe-pBWEA0_Giw,Biology with Prof. Masood ,2150,101840,162,1053,1
biology,UCMBAd6BB7Q7HZ4rgDoGfhBg,your other biology professor,4940,321460,63,1105,1
biology,UCU7VskVoTylFkQBETc4IOWw,Biology simplified 🧬,83,3582,28,51,0
biology,UCrO9fUHE3gjlBc0Gv0EMKQg,KV eDUCATION,735000,149793813,1353,2823,0
biology,UC6xE1uIVHD9_EhNXEjscF6w,D Biology Classroom,14400,1772717,193,5390,0
biology,UCFFCQ9EUxxvtzbUxZuKmZKg,Biology Explained,0,289,2,199,0
biology,UCCVclxslsRWT3LHFu8mQhNA,Thought Potato,427000,42669471,125,1853,0
biology,UCUYo8bUb_N-Wpe87874U1Qg,Biology Explained,1,21,5,551,0
biology,UCxsyrSfak9q512Q35QdzaTA,Biology Explained,1910,14,3,1287,0
biology,UCA6CTpFYPrPHqn4pOh3rS_w,Human Biology Explained,78400,3861920,8,4531,0
biology,UCW-4jeyuQ84vxgL2gFlDqnQ,Biology Explained ,9,62,1,5306,0
biology,UCEKhq_68wMyD9VuJf3H513Q,BOGObiology,75100,9122113,78,4733,0
biology,UCqzoPtGqbB5AmVCIx2YwLfQ,Biology Explained,38,109,2,1935,0
biology,UCsLnaKCdOZplab8B3T0PjrA,Nucleus Biology Class NBC,781,56390,246,4566,0
biology,UCPtA6ZkLjW-h-eXTAf7ibjA,Organized Biology,64600,2540936,275,1489,0
biology,UCp0OXGHVz5RL2pW3_qp5z0Q,Molecular Biology Explained,9710,888509,6,4574,0
biology,UCWegYZvd9LpdXBnuV05gP7A,Biology Explained,11,303,21,109,0
biology,UCeqOyY_JRR5OwsFMNpsVd0A,Biology Concept,4200,2040998,1010,2391,0
biology,UCKNYiIDfpQ8Zv8Sn-7JnDXw,Biology hub (UG and PG),3110,150133,172,1462,0
biology,UClpeLlEHyJOcPQPxXUwwomA,Animated biology With arpan,386000,54634210,1150,4881,0
biology,UCz7NYyz-IiRWccl3ISGlaHw,BIOLOGY WITH PRERNA ,77,31879,70,1489,0
biology,UCsDviUaUZHs0zgUXbb3regQ,Biology with Mr Mitchell,13100,1664479,90,2977,0
biology,UCEJnwWWM_oqh7CoZvb17qkw,Concepts Of Biology by Anshuman,240,12422,64,5768,0
biology,UC2EkSnmPVGVLx2j4hmJn2AQ,Biology Explained,0,21,1,292,0
biology,UC24K8-tMIa04qt61Npiv5KQ,Biology Simplified Tamil,797000,243502637,7205,2542,0
biology,UCGIALzz5_y0UvETNI_Uam9g,Biology explained,326,28766,17,1854,0
biology,UCJgTu6kC0roRXcq9RZaGW9Q,Clare Biology,7890,2008529,228,2321,0
biology,UCeNFZHCMl-i1g_EjD8rLCWA,Biology - simply explained,627,67053,4,1590,0
biology,UC0cd_-e49hZpWLH3UIwoWRA,Professor Dave Explains,4360000,524703970,2111,4227,0
biology,UCb2GCoLSBXjmI_Qj1vk-44g,Amoeba Sisters,2880000,385343726,226,4765,0
biology,UCEdZp7GYGf_tFOGxtEWY_NA,Biology Explained,1670,74586,18,1210,1
biology,UCVXN1JVK9n_KwmSnnKS3o5Q,Biology Basics-CJ,12400,636797,222,3648,0
biology,UCkciKoCV489LcIzl5KqFa-Q,Biology Tahsan ,86,1548,48,49,0
biology,UCKHG1YfQ8RsroFA4eYq3uMw,Biology Explained,6,1506,6,63,0
biology,UC7gnfzqRgh82Vc9DPQY6E3w,Simplified biology 🧬 ,47,3677,36,1259,0
biology,UCLbbWob6OAlZ1N8QR0V6VdQ,Biology Knowledge Point ,6010,1019057,929,1221,0
biology,UCVMg-6_aRssa0R3hmsiefZQ,Science explained,62700,3994367,273,1894,0
biology,UCJ6O_eLnO7MCxCtyVgFZtuA,Biology Explained,136,94287,99,183,0
biology,UCpq-MrYVThk2L2AHr1TiG2w,Astha Suryavanshi | Your Biology Teacher,24100,1703194,122,176,1
biology,UCrNVCo5Kj9SjHsg69K16kAA,BioMan Biology,83900,10492237,31,2386,0
biology,UCspeN0DBYzJ0jZ8hiKS8APg,Biology Terms,46400,7410975,365,3107,0
biology,UCwYrHYknAh4sCEjA3BABX1w,All About Biology,54300,6377228,312,2775,0
biology,UCPQtKHB2zTv0BSNfBIwbq_g,Decoding Biology Kannada ,1410,111084,109,602,1
biology,UC_99xej_U1OmrMevRU5ecEA,Biology ScienceSK,804000,126465298,1977,3332,0
biology,UCWuLRaNpxl-bafiPAEeKZuA,Biology Explained,344,31756,186,2224,0
biology,UCl1W7tNvptU-6tv9zKzIgrw,NAC Biology,43200,2110003,213,2303,0
biology,UC3ML4uSiLGAVbNZBxZTe98A,Guided Biology,18200,2129137,164,2841,0
technology,UCVm2owTtr2OpPblUGgybnYA,Technology Explained,4,175,6,2998,0
technology,UCJS9pqu9BzkAMNTmzNMNhvg,Google Cloud Tech,1430000,58240910,2212,4390,0
technology,UCUoW2dp1fflHlp3odv571HA,TECHNOLOGY EXPLAINED,0,6,1,36,0
technology,UCarLfuysZ0GTS9LyPojOwAw,Tech Explained With Alp - Tech Stories & News,3390,60586,58,4198,0
technology,UCAX_XBj3tpoLnLVpUuCvlqg,Technology Explained,2600,22352,10,674,1
technology,UC8txHj3_VyM2okn2tIm6_jg,Technology Explained,1,30,1,2624,0
technology,UCen1DUYZl_mqlG_G4mM2rqw,The Technology Explained,1,26,3,1105,0
technology,UCR1XIGjqEmUMccDJ4sC0GPg,Technology Explained,0,315,1,2500,0
technology,UCoGf62NE5UNI84W0Zr7l1RA,Technology Explained,419,62599,127,4317,0
technology,UCUM46MgPIFf-D1Lm_gTXXvA,Technology & Games Explained,12,0,0,555,0
technology,UCKWaEZ-_VweaEx1j62do_vQ,IBM Technology,1750000,125024327,1712,6636,0
technology,UCxk0SchiOBjaNZL-mVLlrmw,Technology Explained,475,251304,176,1761,0
technology,UC131rygtER0Lm1t_QFNQKZA,Video Tech Explained,28200,1515932,45,2272,0
technology,UCsi8u05L3lVWdiJ31svyn5g,USA Explained-E,15,4062,24,57,0
technology,UCJnYYtOFMpNnqpqUbvMge8A,Technology Explained ,1,15,2,1042,0
technology,UCAXApYk1rQu6t2lDPrAQSGg,Technology Explained,27,5548,4,3527,0
technology,UCpwyIpdiSrbaISeieVFShKg,Tech.Explain,264000,79256176,85,302,1
technology,UCAlUobX0tuGgWDaRNwaICGg,Tech Explained ,11,226,4,47,0
technology,UCoLO7ao1fGWaaf85nx-Tpnw,Technology Explained,71,960,10,2006,0
technology,UCQbmGPmUPwNGOgcJgIXCaIA,Technology Explained,8,41,3,1158,0
technology,UCBhAW9FzB_qhzxbkcqXqLPQ,Tech Explained,13200,858823,14,360,1
technology,UCUBTVCbrMvnGGhvjve4vCXA,Technology Explained,3,23,1,3902,0
technology,UCUZ5sa4DGyK4K0B9XnByR4Q,Technology Explained,861,24258,17,1239,1
technology,UCNNG7jy8FYoigC0n3IcOtOw,Science and Technology Explained 😍,0,0,2,2,0
technology,UCkCtg3FRF5tBD3bnHTzDbKg,TECHNOLOGY EXPLAINED ,53,129,1,1632,0
technology,UCmRr8s5WaBd8e1V9xP4_PDQ,Technology Explained,16,0,0,3288,0
technology,UCT83v3_YmOFuZ5vxDN5GpkQ,Technology Explained,0,15,1,3041,0
technology,UC6-i4PZC4g8_8r5qOee8YLg,Future Technology Explained,2,425,3,162,0
technology,UCmN-yEDLQw95dXONZtNGrjw,Technology Explained,5,53,2,2127,0
technology,UC-MHUM5PrATEznH-XOQCj0Q,Technology Explained,1,77,4,3097,0
technology,UCmRyZNxuA2kyBw7dplvtP9A,Technology Explained Simply,49,56,1,3451,0
technology,UCjYyoMoZU-AU64p9oVzhukg,Future Tech Explained,18,6529,16,143,0
technology,UCgFbPhyP-ZVC9Ke8wi7iHXA,Technology Explained,5,50,3,20,0
technology,UCR_Ni-Q-QgnCvtIVqMnMqxw,Technology explained,54,16290,55,1895,0
technology,UCwANsA4nnPD9dSTg-eqeiMg,Tech Explained Hindi,0,460,9,46,0
technology,UCK5DtExT38Ar3Yu5l32HUiw,Technology Explained,9,4659,3,3571,0
technology,UCAoOIW9ogFEmrs7K9TOYbXQ,Technology Explained,0,8,1,1895,0
technology,UCmtxllbImmKucwetmr1DTEw,Tech Explainer Guy,10200,1694182,27,181,1
technology,UCmyHcOsAfPS2s14fGtQ763Q,Technology Explained,90,59806,2,6526,0
technology,UCAy_pLMYlUqIAF233riJ9tQ,Think Tech Explained,1050,276118,66,1426,1
technology,UCNK6uKO1L1ltfSpnqKW3OYQ,Technology Explained,1390,888571,62,5631,0
technology,UCZYsFnyY-JmSSAlOgQ1y1Gg,Technology Explained ,0,4,1,1766,0
technology,UCe2qpjZLfitywDZF4GLEAXA,HiTech Explained,112,8038,7,1284,0
technology,UCQ8DJRhcN_D-tRzNg_oyIUQ,Tech Lingo Explained,12,167,2,175,0
technology,UC1L_jbFKsmzqPzBhTSfL_9g,Explaining Tech Like You're Five,81100,6042064,468,2041,0
technology,UCeOzfC3vSlkUxA_vcOP0vXQ,Tech Explained,89,11580,2,1480,0
technology,UClQXay9BQVSuTBReHitu_7g,Technology Explained,9,599,11,2057,0
technology,UC2-kkVj9vACtbAIJTb28Anw,Technology Explained,106,36875,5,3900,0
technology,UCC3OceHSFfiUT2ERNWvKfUg,Tech Explained ,4370,348931,229,1739,0
technology,UC9ki6iIyLzv-nU4vK8VAx4w,TECHNOLOGY EXPLAINED,1,43,5,1997,0
economics,UCbTvgddcpMaQ0EmeB81zInQ,Money Explained,6,3317,18,2067,0
economics,UCLcmgzk0UYlblo_XysBwuOg,Money Explained,5010,865466,61,2252,0
economics,UC9YS_wMvbgZRdfxdO4Jvcuw,Money Behind Power official,16,575,9,702,0
economics,UCUJ2KIJsO7eutJdL6MT3LIQ,Money Explained,29,3173,7,3030,0
economics,UCnEvkN_90La6PwHlz6wWQ6Q,Explained by Money,8,3011,14,169,0
economics,UCgVPOk-YA24NGPRLq9hYPxw,"Money, Explained",0,4,1,166,0
economics,UCrDRUTldY6Sex2gyj2hWOeg,Money Explained,1,39,5,277,0
economics,UCsK1dOqeNp--H4Y7nR9EeXg,Money Explained Lab,7,41,1,200,0
economics,UCpgdsXNp-qyo4JzikVi1CDg,Money Explained,0,22,3,194,0
economics,UCkCGANrihzExmu9QiqZpPlQ,How Money Works,1730000,286271833,318,2778,0
economics,UC1oICYaoEo8p3UsxA9XpfpA,Smart Money Explained,33,2129,10,136,0
economics,UCXs38vE_qy-3ImD6kts8Bdw,"MONEY, EXPLAINED",70,1408,13,835,0
economics,UCu6QaErE5nBF4tcwz-zgsFQ,Money Explained,47,1143,11,184,0
economics,UC9JnDPudCUDF3O6AA1GUnVA,Global Money Explained,15,8019,8,153,0
economics,UC5bB-JBu9GygYVh26HMAAsA,How It Actually Works ,18,1849,3,208,0
economics,UCt7pj0pffNB9x7w96XRUXSg,Money Explained,0,17,9,219,0
economics,UCJNXNGxC38v9UN-1R5UGJ3A,Uk Money Explained ,1,17,2,181,0
economics,UC3lT5eFN-yvPIgV3ra_JrhQ,"Monbisfy - Money, Business & Finance Explained",10,281,6,181,0
economics,UChP9Gkp8QDGnysfAl_IAZzw,Wealth Strategy Explained ,12,289,5,219,0
economics,UCxH2HgyINJnROn6TgrTzJkw,How Money Works Uncut,113000,12031763,48,697,1
economics,UCdZZTnzSG6XwdxGdDBwqRWg,Everyday Money Explained,76,60725,105,226,0
economics,UCAn27eZhCYhESiq8DJGjfcw,Money Explained,1,5,1,285,0
economics,UC2kfIICO3yAGijPseVfDATw,Money Explained,9,1362,35,190,0
economics,UCpSXrVNdslnaenEt1l2tXSQ,Money explained,0,22,2,175,0
economics,UCHTXWLJRrH5V1e36wZIXDig,Money Explained,5,1435,16,200,0
economics,UCYd0vA5d9pW8tRuWbCYoX-g,Money Explained,6,1593,20,233,0
economics,UCX3JneosaO4nftofAqVTmPw,Money Explained,3,1799,15,168,0
economics,UCx0atOaaG2CB4ML9MK0gddQ,Money History Explained,221,15900,45,231,0
economics,UChkYhLWUP5Nfvf9z8hO7dHw,Money Explained,3,3617,46,210,0
economics,UCLsR5icUa5filkBSq9jEqVg,Money Explained,5,168,12,4323,0
economics,UCTZFR-SgtChNtTOQgpKKOPg,Money Explained,0,76,1,178,0
economics,UCIHU6WHhC997YoINSIHF8rQ,Money explains 101,166,48811,25,582,0
economics,UCcHRJBqZek28DrUNw_8NSyA,Why Money Is So Weird,9,4530,31,353,0
economics,UCeW_eL9V-A6h4u-tSfMnlhA,Money Explained,1,2,1,231,0
economics,UC1JnrtBynjQZjG1nbJ9G1iQ,Money Explained In Minutes,6,962,23,58,0
economics,UCDmJ0q0ggEZcOh5-3XUVYqQ,Andy Explains Money,19300,1341417,100,119,1
economics,UCKvVMTYg5eZMTS7TroThE3w,Money Explained,1,117,9,191,0
economics,UC-uHIx85hGLzzGbHU2NyE0A,Money Explained,8,96,5,205,0
economics,UCdyZKp2Ka0wiljbxeuw9dCg,Money Explained,15,3629,68,226,0
economics,UC0eEB9af3_Y0qGCYs5k8LuQ,Mops Explains,14,904,30,92,0
economics,UCY5330wbTk70jtjjXuOwvgQ,John Explains Money ,2,21,4,11,0
economics,UC14Fb2zWTEZklONPXFbLrTQ,Primate Economics,564000,30567000,26,1624,0
economics,UC5RsBFD74aBNVtJst1DQLRg,Money Explained,0,60,7,196,0
economics,UC_s_KyocWaNvigVvlB4-hSA,Modern Money Explained,0,4,1,203,0
economics,UC7Cj5MaBrxUsHSpzzGEVePQ,Real Money Explained,0,11,3,226,0
economics,UCXegE-GXzVN6oLdn0Lufz1Q,"Money, Explained",0,15,1,204,0
